criterion,variant,dataset,grupo,representante,n,miembros,descartadas
A_0.5,B50,EDA,9,CWR Flag Count,2,CWR Flag Count; ECE Flag Count,ECE Flag Count
A_0.5,B50,EDA,10,FWD Init Win Bytes,2,FWD Init Win Bytes; Protocol,Protocol
A_0.5,B50,EDA,11,URG Flag Count,2,Fwd URG Flags; URG Flag Count,Fwd URG Flags
A_1,B50,EDA,0,Bwd IAT Max,10,Bwd Header Length; Bwd IAT Max; Bwd IAT Mean; Bwd IAT Total; Fwd Header Length; Fwd IAT Max; Fwd IAT Mean; Fwd IAT Total; Total Bwd packets; Total Fwd Packet,Bwd Header Length; Bwd IAT Mean; Bwd IAT Total; Fwd Header Length; Fwd IAT Max; Fwd IAT Mean; Fwd IAT Total; Total Bwd packets; Total Fwd Packet
A_1,B50,EDA,1,Packet Length Std,9,Bwd Packet Length Max; Bwd Packet Length Mean; Bwd Packet Length Min; Packet Length Max; Packet Length Mean; Packet Length Std; Packet Length Variance; Subflow Bwd Bytes; Total Length of Bwd Packet,Bwd Packet Length Max; Bwd Packet Length Mean; Bwd Packet Length Min; Packet Length Max; Packet Length Mean; Packet Length Variance; Subflow Bwd Bytes; Total Length of Bwd Packet
A_1,B50,EDA,2,Flow Packets/s,8,Bwd Packets/s; Flow Bytes/s; Flow Duration; Flow IAT Max; Flow IAT Mean; Flow IAT Std; Flow Packets/s; Fwd Packets/s,Bwd Packets/s; Flow Bytes/s; Flow Duration; Flow IAT Max; Flow IAT Mean; Flow IAT Std; Fwd Packets/s
A_1,B50,EDA,3,Fwd Packet Length Max,8,FWD Init Win Bytes; Fwd Packet Length Max; Fwd Packet Length Min; Fwd Seg Size Min; Packet Length Min; Protocol; SYN Flag Count; Total Length of Fwd Packet,FWD Init Win Bytes; Fwd Packet Length Min; Fwd Seg Size Min; Packet Length Min; Protocol; SYN Flag Count; Total Length of Fwd Packet
A_1,B50,EDA,4,PSH Flag Count,7,ACK Flag Count; Bwd IAT Std; Bwd Init Win Bytes; Bwd PSH Flags; Bwd Packet Length Std; Fwd PSH Flags; PSH Flag Count,ACK Flag Count; Bwd IAT Std; Bwd Init Win Bytes; Bwd PSH Flags; Bwd Packet Length Std; Fwd PSH Flags
A_1,B50,EDA,5,Idle Min,6,Active Max; Active Mean; Active Min; Idle Max; Idle Mean; Idle Min,Active Max; Active Mean; Active Min; Idle Max; Idle Mean
A_1,B50,EDA,6,Bwd Bytes/Bulk Avg,3,Bwd Bulk Rate Avg; Bwd Bytes/Bulk Avg; Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg; Bwd Packet/Bulk Avg
A_1,B50,EDA,7,Fwd Packet/Bulk Avg,3,Fwd Bulk Rate Avg; Fwd Bytes/Bulk Avg; Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg; Fwd Bytes/Bulk Avg
A_1,B50,EDA,8,Idle Std,2,Active Std; Idle Std,Active Std
A_1,B50,EDA,9,CWR Flag Count,2,CWR Flag Count; ECE Flag Count,ECE Flag Count
A_1,B50,EDA,10,Flow IAT Min,2,Flow IAT Min; Fwd IAT Min,Fwd IAT Min
A_1,B50,EDA,11,Fwd Packet Length Mean,2,Fwd Packet Length Mean; Subflow Fwd Bytes,Subflow Fwd Bytes
A_1,B50,EDA,12,URG Flag Count,2,Fwd URG Flags; URG Flag Count,Fwd URG Flags
A_1.5,B50,EDA,0,Packet Length Std,8,Bwd Packet Length Max; Bwd Packet Length Mean; Packet Length Max; Packet Length Mean; Packet Length Std; Packet Length Variance; Subflow Bwd Bytes; Total Length of Bwd Packet,Bwd Packet Length Max; Bwd Packet Length Mean; Packet Length Max; Packet Length Mean; Packet Length Variance; Subflow Bwd Bytes; Total Length of Bwd Packet
A_1.5,B50,EDA,1,Fwd Seg Size Min,7,ACK Flag Count; Bwd Header Length; FWD Init Win Bytes; Fwd Header Length; Fwd Seg Size Min; Protocol; SYN Flag Count,ACK Flag Count; Bwd Header Length; FWD Init Win Bytes; Fwd Header Length; Protocol; SYN Flag Count
A_1.5,B50,EDA,2,Flow Packets/s,7,Bwd Packets/s; Flow Duration; Flow IAT Max; Flow IAT Mean; Flow IAT Std; Flow Packets/s; Fwd Packets/s,Bwd Packets/s; Flow Duration; Flow IAT Max; Flow IAT Mean; Flow IAT Std; Fwd Packets/s
A_1.5,B50,EDA,3,Idle Min,6,Active Max; Active Mean; Active Min; Idle Max; Idle Mean; Idle Min,Active Max; Active Mean; Active Min; Idle Max; Idle Mean
A_1.5,B50,EDA,4,Fwd Packet Length Max,6,Fwd Packet Length Max; Fwd Packet Length Mean; Fwd Packet Length Min; Packet Length Min; Subflow Fwd Bytes; Total Length of Fwd Packet,Fwd Packet Length Mean; Fwd Packet Length Min; Packet Length Min; Subflow Fwd Bytes; Total Length of Fwd Packet
A_1.5,B50,EDA,5,Total Fwd Packet,5,Bwd PSH Flags; Fwd PSH Flags; PSH Flag Count; Total Bwd packets; Total Fwd Packet,Bwd PSH Flags; Fwd PSH Flags; PSH Flag Count; Total Bwd packets
A_1.5,B50,EDA,6,Bwd IAT Max,4,Bwd IAT Max; Bwd IAT Mean; Fwd IAT Max; Fwd IAT Total,Bwd IAT Mean; Fwd IAT Max; Fwd IAT Total
A_1.5,B50,EDA,7,Bwd Bytes/Bulk Avg,3,Bwd Bulk Rate Avg; Bwd Bytes/Bulk Avg; Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg; Bwd Packet/Bulk Avg
A_1.5,B50,EDA,8,Fwd Packet/Bulk Avg,3,Fwd Bulk Rate Avg; Fwd Bytes/Bulk Avg; Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg; Fwd Bytes/Bulk Avg
A_1.5,B50,EDA,9,Idle Std,2,Active Std; Idle Std,Active Std
A_1.5,B50,EDA,10,Bwd IAT Total,2,Bwd IAT Min; Bwd IAT Total,Bwd IAT Min
A_1.5,B50,EDA,11,Fwd IAT Std,2,Bwd IAT Std; Fwd IAT Std,Bwd IAT Std
A_1.5,B50,EDA,12,Bwd Init Win Bytes,2,Bwd Init Win Bytes; FIN Flag Count,FIN Flag Count
A_1.5,B50,EDA,13,Fwd Packet Length Std,2,Bwd Packet Length Std; Fwd Packet Length Std,Bwd Packet Length Std
A_1.5,B50,EDA,14,CWR Flag Count,2,CWR Flag Count; ECE Flag Count,ECE Flag Count
A_1.5,B50,EDA,15,Fwd IAT Mean,2,Fwd IAT Mean; Fwd IAT Min,Fwd IAT Min
A_1.5,B50,EDA,16,URG Flag Count,2,Fwd URG Flags; URG Flag Count,Fwd URG Flags
A_2,B50,EDA,0,Bwd Packet Length Min,6,Bwd Packet Length Max; Bwd Packet Length Mean; Bwd Packet Length Min; Packet Length Max; Subflow Bwd Bytes; Total Length of Bwd Packet,Bwd Packet Length Max; Bwd Packet Length Mean; Packet Length Max; Subflow Bwd Bytes; Total Length of Bwd Packet
A_2,B50,EDA,1,Fwd Packet Length Max,6,Fwd Packet Length Max; Fwd Packet Length Mean; Fwd Packet Length Min; Packet Length Min; Subflow Fwd Bytes; Total Length of Fwd Packet,Fwd Packet Length Mean; Fwd Packet Length Min; Packet Length Min; Subflow Fwd Bytes; Total Length of Fwd Packet
A_2,B50,EDA,2,Total Fwd Packet,5,ACK Flag Count; Bwd Header Length; Fwd Header Length; Total Bwd packets; Total Fwd Packet,ACK Flag Count; Bwd Header Length; Fwd Header Length; Total Bwd packets
A_2,B50,EDA,3,Flow Packets/s,5,Bwd Packets/s; Flow IAT Max; Flow IAT Mean; Flow Packets/s; Fwd Packets/s,Bwd Packets/s; Flow IAT Max; Flow IAT Mean; Fwd Packets/s
A_2,B50,EDA,4,Fwd Seg Size Min,4,FWD Init Win Bytes; Fwd Seg Size Min; Protocol; SYN Flag Count,FWD Init Win Bytes; Protocol; SYN Flag Count
A_2,B50,EDA,5,Active Mean,3,Active Max; Active Mean; Active Min,Active Max; Active Min
A_2,B50,EDA,6,Bwd Bytes/Bulk Avg,3,Bwd Bulk Rate Avg; Bwd Bytes/Bulk Avg; Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg; Bwd Packet/Bulk Avg
A_2,B50,EDA,7,PSH Flag Count,3,Bwd PSH Flags; Fwd PSH Flags; PSH Flag Count,Bwd PSH Flags; Fwd PSH Flags
A_2,B50,EDA,8,Fwd Packet/Bulk Avg,3,Fwd Bulk Rate Avg; Fwd Bytes/Bulk Avg; Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg; Fwd Bytes/Bulk Avg
A_2,B50,EDA,9,Idle Min,3,Idle Max; Idle Mean; Idle Min,Idle Max; Idle Mean
A_2,B50,EDA,10,Idle Std,2,Active Std; Idle Std,Active Std
A_2,B50,EDA,11,Bwd IAT Max,2,Bwd IAT Max; Bwd IAT Mean,Bwd IAT Mean
A_2,B50,EDA,12,CWR Flag Count,2,CWR Flag Count; ECE Flag Count,ECE Flag Count
A_2,B50,EDA,13,Fwd IAT Mean,2,Fwd IAT Max; Fwd IAT Mean,Fwd IAT Max
A_2,B50,EDA,14,URG Flag Count,2,Fwd URG Flags; URG Flag Count,Fwd URG Flags
A_2,B50,EDA,15,Packet Length Std,2,Packet Length Std; Packet Length Variance,Packet Length Variance
L,qcut20,EDA,0,Packet Length Std,8,Bwd Packet Length Max; Bwd Packet Length Mean; Packet Length Max; Packet Length Mean; Packet Length Std; Packet Length Variance; Subflow Bwd Bytes; Total Length of Bwd Packet,Bwd Packet Length Max; Bwd Packet Length Mean; Packet Length Max; Packet Length Mean; Packet Length Variance; Subflow Bwd Bytes; Total Length of Bwd Packet
L,qcut20,EDA,1,Flow Packets/s,7,Bwd Packets/s; Flow Duration; Flow IAT Max; Flow IAT Mean; Flow IAT Std; Flow Packets/s; Fwd Packets/s,Bwd Packets/s; Flow Duration; Flow IAT Max; Flow IAT Mean; Flow IAT Std; Fwd Packets/s
L,qcut20,EDA,2,Total Fwd Packet,4,Bwd Header Length; Fwd Header Length; Total Bwd packets; Total Fwd Packet,Bwd Header Length; Fwd Header Length; Total Bwd packets
L,qcut20,EDA,3,Fwd Packet Length Max,4,Fwd Packet Length Max; Fwd Packet Length Mean; Subflow Fwd Bytes; Total Length of Fwd Packet,Fwd Packet Length Mean; Subflow Fwd Bytes; Total Length of Fwd Packet
L,qcut20,EDA,4,Bwd IAT Max,3,Bwd IAT Max; Bwd IAT Mean; Bwd IAT Total,Bwd IAT Mean; Bwd IAT Total
L,qcut20,EDA,5,Fwd IAT Mean,3,Fwd IAT Max; Fwd IAT Mean; Fwd IAT Total,Fwd IAT Max; Fwd IAT Total
L,qcut20,EDA,6,Fwd Packet Length Min,2,Fwd Packet Length Min; Packet Length Min,Packet Length Min
L_cal,qcut20,EDA,0,Packet Length Std,8,Bwd Packet Length Max; Bwd Packet Length Mean; Packet Length Max; Packet Length Mean; Packet Length Std; Packet Length Variance; Subflow Bwd Bytes; Total Length of Bwd Packet,Bwd Packet Length Max; Bwd Packet Length Mean; Packet Length Max; Packet Length Mean; Packet Length Variance; Subflow Bwd Bytes; Total Length of Bwd Packet
L_cal,qcut20,EDA,1,Flow Packets/s,6,Bwd Packets/s; Flow Duration; Flow IAT Max; Flow IAT Mean; Flow Packets/s; Fwd Packets/s,Bwd Packets/s; Flow Duration; Flow IAT Max; Flow IAT Mean; Fwd Packets/s
L_cal,qcut20,EDA,2,Total Fwd Packet,4,Bwd Header Length; Fwd Header Length; Total Bwd packets; Total Fwd Packet,Bwd Header Length; Fwd Header Length; Total Bwd packets
L_cal,qcut20,EDA,3,Fwd Packet Length Max,4,Fwd Packet Length Max; Fwd Packet Length Mean; Subflow Fwd Bytes; Total Length of Fwd Packet,Fwd Packet Length Mean; Subflow Fwd Bytes; Total Length of Fwd Packet
L_cal,qcut20,EDA,4,Flow IAT Std,3,Bwd IAT Max; Flow IAT Std; Fwd IAT Total,Bwd IAT Max; Fwd IAT Total
L_cal,qcut20,EDA,5,Fwd Packet Length Min,2,Fwd Packet Length Min; Packet Length Min,Packet Length Min
S,qcut20,EDA,0,Bwd IAT Max,8,Bwd IAT Max; Bwd IAT Mean; Bwd IAT Total; Fwd Header Length; Fwd IAT Max; Fwd IAT Mean; Fwd IAT Total; Total Fwd Packet,Bwd IAT Mean; Bwd IAT Total; Fwd Header Length; Fwd IAT Max; Fwd IAT Mean; Fwd IAT Total; Total Fwd Packet
S,qcut20,EDA,1,Packet Length Std,8,Bwd Packet Length Max; Bwd Packet Length Mean; Packet Length Max; Packet Length Mean; Packet Length Std; Packet Length Variance; Subflow Bwd Bytes; Total Length of Bwd Packet,Bwd Packet Length Max; Bwd Packet Length Mean; Packet Length Max; Packet Length Mean; Packet Length Variance; Subflow Bwd Bytes; Total Length of Bwd Packet
S,qcut20,EDA,2,Flow Packets/s,8,Bwd Packets/s; Flow Bytes/s; Flow Duration; Flow IAT Max; Flow IAT Mean; Flow IAT Std; Flow Packets/s; Fwd Packets/s,Bwd Packets/s; Flow Bytes/s; Flow Duration; Flow IAT Max; Flow IAT Mean; Flow IAT Std; Fwd Packets/s
S,qcut20,EDA,3,Idle Min,6,Active Max; Active Mean; Active Min; Idle Max; Idle Mean; Idle Min,Active Max; Active Mean; Active Min; Idle Max; Idle Mean
S,qcut20,EDA,4,Fwd Packet Length Max,5,Fwd Packet Length Max; Fwd Packet Length Mean; Fwd Packet Length Min; Packet Length Min; Total Length of Fwd Packet,Fwd Packet Length Mean; Fwd Packet Length Min; Packet Length Min; Total Length of Fwd Packet
S,qcut20,EDA,5,PSH Flag Count,4,Bwd PSH Flags; Fwd Act Data Pkts; Fwd PSH Flags; PSH Flag Count,Bwd PSH Flags; Fwd Act Data Pkts; Fwd PSH Flags
S,qcut20,EDA,6,Fwd Seg Size Min,4,FWD Init Win Bytes; Fwd Seg Size Min; Protocol; SYN Flag Count,FWD Init Win Bytes; Protocol; SYN Flag Count
S,qcut20,EDA,7,Idle Std,2,Active Std; Idle Std,Active Std
S,qcut20,EDA,8,Fwd IAT Std,2,Bwd IAT Std; Fwd IAT Std,Bwd IAT Std
S,qcut20,EDA,9,CWR Flag Count,2,CWR Flag Count; ECE Flag Count,ECE Flag Count
S,qcut20,EDA,10,URG Flag Count,2,Fwd URG Flags; URG Flag Count,Fwd URG Flags
G,qcut20,EDA,0,Packet Length Std,8,Bwd Packet Length Max; Bwd Packet Length Mean; Packet Length Max; Packet Length Mean; Packet Length Std; Packet Length Variance; Subflow Bwd Bytes; Total Length of Bwd Packet,Bwd Packet Length Max; Bwd Packet Length Mean; Packet Length Max; Packet Length Mean; Packet Length Variance; Subflow Bwd Bytes; Total Length of Bwd Packet
G,qcut20,EDA,1,Total Fwd Packet,7,ACK Flag Count; Bwd Header Length; Bwd IAT Max; Bwd IAT Total; Fwd Header Length; Total Bwd packets; Total Fwd Packet,ACK Flag Count; Bwd Header Length; Bwd IAT Max; Bwd IAT Total; Fwd Header Length; Total Bwd packets
G,qcut20,EDA,2,Flow IAT Max,6,Flow Duration; Flow IAT Max; Flow IAT Std; Fwd IAT Mean; Fwd IAT Std; Idle Max,Flow Duration; Flow IAT Std; Fwd IAT Mean; Fwd IAT Std; Idle Max
G,qcut20,EDA,3,Fwd Packet Length Max,6,Fwd Packet Length Max; Fwd Packet Length Mean; Fwd Packet Length Min; Packet Length Min; Subflow Fwd Bytes; Total Length of Fwd Packet,Fwd Packet Length Mean; Fwd Packet Length Min; Packet Length Min; Subflow Fwd Bytes; Total Length of Fwd Packet
G,qcut20,EDA,4,Flow Packets/s,4,Bwd Packets/s; Flow IAT Mean; Flow Packets/s; Fwd Packets/s,Bwd Packets/s; Flow IAT Mean; Fwd Packets/s
G,qcut20,EDA,5,Fwd Seg Size Min,4,FWD Init Win Bytes; Fwd Seg Size Min; Protocol; SYN Flag Count,FWD Init Win Bytes; Protocol; SYN Flag Count
G,qcut20,EDA,6,Idle Min,4,Fwd IAT Max; Fwd IAT Total; Idle Mean; Idle Min,Fwd IAT Max; Fwd IAT Total; Idle Mean
G,qcut20,EDA,7,Active Mean,3,Active Max; Active Mean; Active Min,Active Max; Active Min
G,qcut20,EDA,8,Idle Std,2,Active Std; Idle Std,Active Std
G,qcut20,EDA,9,Bwd Bulk Rate Avg,2,Bwd Bulk Rate Avg; Bwd Bytes/Bulk Avg,Bwd Bytes/Bulk Avg
G,qcut20,EDA,10,Down/Up Ratio,2,Bwd Packet Length Std; Down/Up Ratio,Bwd Packet Length Std
G,qcut20,EDA,11,CWR Flag Count,2,CWR Flag Count; ECE Flag Count,ECE Flag Count
G,qcut20,EDA,12,PSH Flag Count,2,Fwd PSH Flags; PSH Flag Count,Fwd PSH Flags
G,qcut20,EDA,13,URG Flag Count,2,Fwd URG Flags; URG Flag Count,Fwd URG Flags
A_0.5,qcut20,EDA,0,Packet Length Std,15,ACK Flag Count; Bwd Packet Length Max; Bwd Packet Length Std; FWD Init Win Bytes; Fwd Packet Length Max; Fwd Seg Size Min; Packet Length Max; Packet Length Std; Packet Length Variance; Protocol; SYN Flag Count; Total Bwd packets; Total Fwd Packet; Total Length of Bwd Packet; Total Length of Fwd Packet,ACK Flag Count; Bwd Packet Length Max; Bwd Packet Length Std; FWD Init Win Bytes; Fwd Packet Length Max; Fwd Seg Size Min; Packet Length Max; Packet Length Variance; Protocol; SYN Flag Count; Total Bwd packets; Total Fwd Packet; Total Length of Bwd Packet; Total Length of Fwd Packet
A_0.5,qcut20,EDA,1,Flow Packets/s,15,Bwd IAT Max; Bwd IAT Mean; Bwd IAT Std; Bwd IAT Total; Bwd Packets/s; Flow Duration; Flow IAT Max; Flow IAT Mean; Flow IAT Std; Flow Packets/s; Fwd IAT Max; Fwd IAT Mean; Fwd IAT Std; Fwd IAT Total; Fwd Packets/s,Bwd IAT Max; Bwd IAT Mean; Bwd IAT Std; Bwd IAT Total; Bwd Packets/s; Flow Duration; Flow IAT Max; Flow IAT Mean; Flow IAT Std; Fwd IAT Max; Fwd IAT Mean; Fwd IAT Std; Fwd IAT Total; Fwd Packets/s
A_0.5,qcut20,EDA,2,Active Mean,6,Active Max; Active Mean; Active Min; Idle Max; Idle Mean; Idle Std,Active Max; Active Min; Idle Max; Idle Mean; Idle Std
A_0.5,qcut20,EDA,3,Packet Length Mean,4,Bwd Packet Length Mean; Bwd Packet Length Min; Packet Length Mean; Subflow Bwd Bytes,Bwd Packet Length Mean; Bwd Packet Length Min; Subflow Bwd Bytes
A_0.5,qcut20,EDA,4,Fwd Packet Length Mean,4,Fwd Packet Length Mean; Fwd Packet Length Min; Packet Length Min; Subflow Fwd Bytes,Fwd Packet Length Min; Packet Length Min; Subflow Fwd Bytes
A_0.5,qcut20,EDA,5,PSH Flag Count,3,Bwd PSH Flags; Fwd PSH Flags; PSH Flag Count,Bwd PSH Flags; Fwd PSH Flags
A_0.5,qcut20,EDA,6,Fwd Header Length,2,Bwd Header Length; Fwd Header Length,Bwd Header Length
A_0.5,qcut20,EDA,7,Fwd Packet Length Std,2,Bwd Init Win Bytes; Fwd Packet Length Std,Bwd Init Win Bytes
A_0.5,qcut20,EDA,8,CWR Flag Count,2,CWR Flag Count; ECE Flag Count,ECE Flag Count
A_0.5,qcut20,EDA,9,URG Flag Count,2,Fwd URG Flags; URG Flag Count,Fwd URG Flags
A_1,qcut20,EDA,0,Bwd IAT Max,9,Bwd Header Length; Bwd IAT Max; Bwd IAT Mean; Bwd IAT Total; Fwd IAT Max; Fwd IAT Mean; Fwd IAT Total; Total Bwd packets; Total Fwd Packet,Bwd Header Length; Bwd IAT Mean; Bwd IAT Total; Fwd IAT Max; Fwd IAT Mean; Fwd IAT Total; Total Bwd packets; Total Fwd Packet
A_1,qcut20,EDA,1,Packet Length Std,8,Bwd Packet Length Max; Bwd Packet Length Mean; Packet Length Max; Packet Length Mean; Packet Length Std; Packet Length Variance; Subflow Bwd Bytes; Total Length of Bwd Packet,Bwd Packet Length Max; Bwd Packet Length Mean; Packet Length Max; Packet Length Mean; Packet Length Variance; Subflow Bwd Bytes; Total Length of Bwd Packet
A_1,qcut20,EDA,2,Flow Packets/s,7,Bwd Packets/s; Flow Duration; Flow IAT Max; Flow IAT Mean; Flow IAT Std; Flow Packets/s; Fwd Packets/s,Bwd Packets/s; Flow Duration; Flow IAT Max; Flow IAT Mean; Flow IAT Std; Fwd Packets/s
A_1,qcut20,EDA,3,Idle Min,6,Active Max; Active Mean; Active Min; Idle Max; Idle Mean; Idle Min,Active Max; Active Mean; Active Min; Idle Max; Idle Mean
A_1,qcut20,EDA,4,Fwd Packet Length Max,5,Fwd Packet Length Max; Fwd Seg Size Min; Protocol; SYN Flag Count; Total Length of Fwd Packet,Fwd Seg Size Min; Protocol; SYN Flag Count; Total Length of Fwd Packet
A_1,qcut20,EDA,5,PSH Flag Count,3,Bwd PSH Flags; Fwd PSH Flags; PSH Flag Count,Bwd PSH Flags; Fwd PSH Flags
A_1,qcut20,EDA,6,ACK Flag Count,2,ACK Flag Count; Bwd Packet Length Std,Bwd Packet Length Std
A_1,qcut20,EDA,7,Idle Std,2,Active Std; Idle Std,Active Std
A_1,qcut20,EDA,8,Fwd IAT Std,2,Bwd IAT Std; Fwd IAT Std,Bwd IAT Std
A_1,qcut20,EDA,9,CWR Flag Count,2,CWR Flag Count; ECE Flag Count,ECE Flag Count
A_1,qcut20,EDA,10,FWD Init Win Bytes,2,FWD Init Win Bytes; Fwd Header Length,Fwd Header Length
A_1,qcut20,EDA,11,Flow IAT Min,2,Flow IAT Min; Fwd IAT Min,Fwd IAT Min
A_1,qcut20,EDA,12,Fwd Packet Length Mean,2,Fwd Packet Length Mean; Subflow Fwd Bytes,Subflow Fwd Bytes
A_1,qcut20,EDA,13,Fwd Packet Length Min,2,Fwd Packet Length Min; Packet Length Min,Packet Length Min
A_1,qcut20,EDA,14,URG Flag Count,2,Fwd URG Flags; URG Flag Count,Fwd URG Flags
A_1.5,qcut20,EDA,0,Packet Length Std,7,Bwd Packet Length Max; Bwd Packet Length Mean; Packet Length Max; Packet Length Std; Packet Length Variance; Subflow Bwd Bytes; Total Length of Bwd Packet,Bwd Packet Length Max; Bwd Packet Length Mean; Packet Length Max; Packet Length Variance; Subflow Bwd Bytes; Total Length of Bwd Packet
A_1.5,qcut20,EDA,1,Idle Min,6,Active Max; Active Mean; Active Min; Idle Max; Idle Mean; Idle Min,Active Max; Active Mean; Active Min; Idle Max; Idle Mean
A_1.5,qcut20,EDA,2,Fwd Seg Size Min,6,Bwd Header Length; FWD Init Win Bytes; Fwd Header Length; Fwd Seg Size Min; Protocol; SYN Flag Count,Bwd Header Length; FWD Init Win Bytes; Fwd Header Length; Protocol; SYN Flag Count
A_1.5,qcut20,EDA,3,Bwd IAT Max,6,Bwd IAT Max; Bwd IAT Mean; Bwd IAT Total; Fwd IAT Max; Fwd IAT Mean; Fwd IAT Total,Bwd IAT Mean; Bwd IAT Total; Fwd IAT Max; Fwd IAT Mean; Fwd IAT Total
A_1.5,qcut20,EDA,4,Flow Packets/s,6,Bwd Packets/s; Flow Duration; Flow IAT Max; Flow IAT Mean; Flow Packets/s; Fwd Packets/s,Bwd Packets/s; Flow Duration; Flow IAT Max; Flow IAT Mean; Fwd Packets/s
A_1.5,qcut20,EDA,5,Fwd Packet Length Max,6,Fwd Packet Length Max; Fwd Packet Length Mean; Fwd Packet Length Min; Packet Length Min; Subflow Fwd Bytes; Total Length of Fwd Packet,Fwd Packet Length Mean; Fwd Packet Length Min; Packet Length Min; Subflow Fwd Bytes; Total Length of Fwd Packet
A_1.5,qcut20,EDA,6,Total Bwd packets,2,ACK Flag Count; Total Bwd packets,ACK Flag Count
A_1.5,qcut20,EDA,7,Idle Std,2,Active Std; Idle Std,Active Std
A_1.5,qcut20,EDA,8,CWR Flag Count,2,CWR Flag Count; ECE Flag Count,ECE Flag Count
A_1.5,qcut20,EDA,9,PSH Flag Count,2,Fwd PSH Flags; PSH Flag Count,Fwd PSH Flags
A_1.5,qcut20,EDA,10,URG Flag Count,2,Fwd URG Flags; URG Flag Count,Fwd URG Flags
A_2,qcut20,EDA,0,Packet Length Std,7,Bwd Packet Length Max; Bwd Packet Length Mean; Packet Length Max; Packet Length Mean; Packet Length Std; Packet Length Variance; Subflow Bwd Bytes,Bwd Packet Length Max; Bwd Packet Length Mean; Packet Length Max; Packet Length Mean; Packet Length Variance; Subflow Bwd Bytes
A_2,qcut20,EDA,1,Total Fwd Packet,5,ACK Flag Count; Bwd Header Length; Fwd Header Length; Total Bwd packets; Total Fwd Packet,ACK Flag Count; Bwd Header Length; Fwd Header Length; Total Bwd packets
A_2,qcut20,EDA,2,Flow Packets/s,5,Bwd Packets/s; Flow IAT Max; Flow IAT Mean; Flow Packets/s; Fwd Packets/s,Bwd Packets/s; Flow IAT Max; Flow IAT Mean; Fwd Packets/s
A_2,qcut20,EDA,3,Fwd Seg Size Min,4,FWD Init Win Bytes; Fwd Seg Size Min; Protocol; SYN Flag Count,FWD Init Win Bytes; Protocol; SYN Flag Count
A_2,qcut20,EDA,4,Active Mean,3,Active Max; Active Mean; Active Min,Active Max; Active Min
A_2,qcut20,EDA,5,Fwd IAT Mean,3,Fwd IAT Max; Fwd IAT Mean; Fwd IAT Std,Fwd IAT Max; Fwd IAT Std
A_2,qcut20,EDA,6,Idle Min,3,Idle Max; Idle Mean; Idle Min,Idle Max; Idle Mean
A_2,qcut20,EDA,7,Idle Std,2,Active Std; Idle Std,Active Std
A_2,qcut20,EDA,8,Bwd Bulk Rate Avg,2,Bwd Bulk Rate Avg; Bwd Bytes/Bulk Avg,Bwd Bytes/Bulk Avg
A_2,qcut20,EDA,9,CWR Flag Count,2,CWR Flag Count; ECE Flag Count,ECE Flag Count
A_2,qcut20,EDA,10,PSH Flag Count,2,Fwd PSH Flags; PSH Flag Count,Fwd PSH Flags
A_2,qcut20,EDA,11,Fwd Packet Length Mean,2,Fwd Packet Length Max; Fwd Packet Length Mean,Fwd Packet Length Max
A_2,qcut20,EDA,12,Fwd Packet Length Min,2,Fwd Packet Length Min; Packet Length Min,Packet Length Min
A_2,qcut20,EDA,13,URG Flag Count,2,Fwd URG Flags; URG Flag Count,Fwd URG Flags
G_consenso,B10&B20&B50,EDA,0,Bwd IAT Max,7,Bwd IAT Max; Bwd IAT Mean; Bwd IAT Std; Bwd IAT Total; Fwd IAT Max; Fwd IAT Total; Total Fwd Packet,Bwd IAT Mean; Bwd IAT Std; Bwd IAT Total; Fwd IAT Max; Fwd IAT Total; Total Fwd Packet
G_consenso,B10&B20&B50,EDA,1,Flow Packets/s,6,Bwd Packets/s; Flow Bytes/s; Flow IAT Max; Flow IAT Mean; Flow Packets/s; Fwd Packets/s,Bwd Packets/s; Flow Bytes/s; Flow IAT Max; Flow IAT Mean; Fwd Packets/s
G_consenso,B10&B20&B50,EDA,2,Packet Length Min,6,Fwd Packet Length Min; Fwd Seg Size Min; Packet Length Min; Protocol; SYN Flag Count; Total Length of Fwd Packet,Fwd Packet Length Min; Fwd Seg Size Min; Protocol; SYN Flag Count; Total Length of Fwd Packet
G_consenso,B10&B20&B50,EDA,3,Flow IAT Std,5,Flow Duration; Flow IAT Std; Idle Max; Idle Mean; Idle Min,Flow Duration; Idle Max; Idle Mean; Idle Min
G_consenso,B10&B20&B50,EDA,4,PSH Flag Count,4,ACK Flag Count; Bwd PSH Flags; Fwd PSH Flags; PSH Flag Count,ACK Flag Count; Bwd PSH Flags; Fwd PSH Flags
G_consenso,B10&B20&B50,EDA,5,Fwd Act Data Pkts,4,Bwd Header Length; Fwd Act Data Pkts; Fwd Header Length; Total Bwd packets,Bwd Header Length; Fwd Header Length; Total Bwd packets
G_consenso,B10&B20&B50,EDA,6,Packet Length Mean,4,Bwd Packet Length Max; Bwd Packet Length Mean; Packet Length Mean; Subflow Bwd Bytes,Bwd Packet Length Max; Bwd Packet Length Mean; Subflow Bwd Bytes
