feature_a,feature_b,n_medidas_de_7,L_B10,L_B20,L_B50,L_ksg,G_B10,G_B20,G_B50,pearson_abs,spearman_abs,r_info,r_info_B10,r_info_B50,ksg_r_info,gauss_ratio,gauss_ratio_B10,gauss_ratio_B50,nmi_sqrt,nmi_max,u_x_given_y,u_y_given_x,H_x,H_y,mi_corr_bits,mi_ref_gauss_bits,g_stat,g_dof,g_pvalue,benign_pearson,benign_r_info,benign_gauss_ratio
Protocol,SYN Flag Count,3,False,False,False,False,True,True,True,0.8431378565718635,0.8989336685889674,0.8271042019051775,0.8271071118168064,0.8271042019051775,0.8263850848729366,1.4326800630878875,1.4178795239049806,1.4326800630878875,0.6723491375137911,0.5474797214236742,0.8256988250450861,0.5474797214236742,1.0067026390969698,1.5182903653684277,0.8312331862721553,0.5801945651987225,2419925.3447115547,36,0.0,0.8691577976344301,0.8080225197489949,2.227985936433869
Bwd Packet Length Min,SYN Flag Count,3,False,False,False,False,True,True,True,0.639278952804569,0.8373047210407482,0.8224384939771785,0.8224527326250236,0.8224131984928346,0.8214753012671433,1.0496165542933804,1.126028370057145,1.025383472458026,0.4181497807126463,0.3261848437658628,0.3261848437658628,0.5360434197106407,2.4951176460853897,1.5182903653684277,0.8138695595658102,0.7753970306934811,2369375.5338561474,162,0.0,0.6182053069057128,0.8025112262010438,1.0555869073342712
FIN Flag Count,Bwd Init Win Bytes,3,False,False,False,False,True,True,True,0.1755685784627018,0.816437293317939,0.8191890329415139,0.8055087339429912,0.8310417894906403,0.8458602238852122,1.098403989946302,1.1056281654264497,1.1320886712047489,0.478882074343695,0.3913306908336614,0.5860210980109355,0.3913306908336614,1.3686797723511446,2.0496098103368645,0.802075223018575,0.7302187813955285,2335039.3037752574,21,0.0,0.1960991590431098,0.7578012045079788,0.9989540682847472
Flow IAT Std,Idle Min,3,False,False,False,False,True,True,True,0.8788531859342845,0.7141198880284348,0.8164160292927347,0.7826436141711716,0.832917158792143,0.9081028983066064,1.2414784833400785,1.173750066429278,1.2664393101956026,0.3707060683140432,0.2097960015084044,0.2097960015084044,0.6550314977254268,3.7760331756146313,1.20940239447707,0.7921966618070325,0.638107444017639,2306280.3694113577,60,0.0,0.8772237162782636,0.8266081325369479,1.2353725023666882
Flow Duration,Idle Min,3,False,False,False,False,True,True,True,0.6117003793100265,0.7153077539538736,0.8124960203765559,0.778840940102356,0.8456252507372687,0.9172637479732416,1.2190882946895487,1.1597125480095385,1.3436510578063507,0.3405241212304224,0.1801357307490572,0.1801357307490572,0.6437183598032971,4.321821786703103,1.20940239447707,0.7785145257149595,0.6386038887472174,2266448.288058244,76,0.0,0.6057014958539382,0.823347520579025,1.2174065182133211
Active Max,Idle Min,3,False,False,False,False,True,True,True,0.1374909315808688,0.9671015696384176,0.805852879088553,0.8000176292163322,0.8119114820298149,0.8299425058617312,1.3754335245210343,1.4942235002095556,1.3241356592831697,0.6283949996055713,0.6251423950937484,0.6316645273595123,0.6251423950937484,1.1969149394472869,1.20940239447707,0.7560487095155097,0.5496802979110078,2201044.741967292,16,0.0,0.1314980155605198,0.8157383663636216,1.3455256635662278
FIN Flag Count,Fwd Seg Size Min,3,False,False,False,False,True,True,True,0.4812573552767518,0.5566462761776797,0.8049099057442767,0.8047727427487422,0.8051093489717106,0.8047632208224043,1.02094450647282,1.0761533587708203,1.0195312299977943,0.4632324793454437,0.390072233638821,0.5501143414355834,0.390072233638821,1.3686797723511446,1.9302331893233744,0.752930371603154,0.7374841304591503,2191966.4892313457,24,0.0,0.7089149055642727,0.7816211999429115,1.1464479006770365
Active Mean,Idle Min,3,False,False,False,False,True,True,True,0.1575445556228628,0.967816039279214,0.804057681409099,0.8000144166652545,0.810652644270101,0.8299773947900974,1.3646626595354894,1.4942026175053904,1.3167850082852712,0.6234729690633735,0.6202458412353293,0.6267168875787968,0.6202458412353293,1.1969149394592289,1.20940239447707,0.7501268055544519,0.5496792927636664,2183804.615224302,16,0.0,0.1532943899539621,0.8132332497874607,1.33062748850413
Active Min,Idle Min,3,False,False,False,False,True,True,True,0.1432062731779974,0.9683026268267868,0.8035536658130579,0.8000079448588507,0.8118941858044048,0.8341465127219406,1.3616568085663592,1.494166288418416,1.3240367529546155,0.6221002660602336,0.6188802433603315,0.625337042479937,0.6188802433603315,1.1969149392562175,1.20940239447707,0.7484752482145367,0.5496798044160482,2178996.523426344,16,0.0,0.1365111430713033,0.8128847686366858,1.3285722444021977
Fwd PSH Flags,FIN Flag Count,3,False,False,False,False,True,True,True,0.1544787680612581,0.7997772264135797,0.8032890375246601,0.7852470111846752,0.8089818375814853,0.8092910112525105,1.0512595774640452,1.040279905363542,1.0574654460327657,0.4830345042985695,0.4271525791304947,0.4271525791304947,0.5462271416408446,1.7502177825891423,1.3686797723511446,0.7476100398730076,0.7111564602117283,2176477.688003625,15,0.0,0.2908660828856558,0.747396964972981,0.984343526489018
FIN Flag Count,PSH Flag Count,3,False,False,False,False,True,True,True,0.0915782303604269,0.8017063392980569,0.8026207510023952,0.785817237374545,0.8084534296073277,0.8101714948049178,1.0407446980000887,1.0383148263062283,1.049635686720591,0.469496720498065,0.4047245638529122,0.5446350190855908,0.4047245638529122,1.3686797723511446,1.8418228111487625,0.7454309339365276,0.7162476401455221,2170133.7717938446,18,0.0,0.0924778363781957,0.741744890895758,0.9579017725227108
Flow IAT Max,Active Min,3,False,False,False,False,True,True,True,0.1700998519306202,0.7016687803175841,0.7924029452343375,0.7752945232987776,0.8179574808215312,0.8583661043879849,1.1283904641012874,1.1541593618504236,1.1956075493771496,0.3135516500276974,0.1650124395323789,0.1650124395323789,0.5958013681495826,4.321635146952657,1.1969149392562175,0.713123558367529,0.6319829713693124,2076079.0128505016,76,0.0,0.1480182880646136,0.8058596507563697,1.1328674419782456
Flow IAT Max,Active Max,3,False,False,False,False,True,True,True,0.2029849893997126,0.7051460560204013,0.7887782832410277,0.7757934172686829,0.8124650052293437,0.8321436263150921,1.110943950047194,1.1565979204728911,1.1667404512156587,0.308703703409356,0.162461116667139,0.162461116667139,0.586589446469855,4.321635146952657,1.1969149394472869,0.7020976718018841,0.6319829832747712,2043979.9306810573,76,0.0,0.1683672076571891,0.8030596639142664,1.1190610880093013
Flow IAT Std,Active Min,3,False,False,False,False,True,True,True,0.0875416768959952,0.7028854634971058,0.78843923233063,0.7765432571454248,0.8018453526389063,0.8201170056568023,1.110185800267369,1.1554707158877096,1.113579609699331,0.3297740271010966,0.1856650637062215,0.1856650637062215,0.5857370621031411,3.7760331756146313,1.1969149392562175,0.7010774401072967,0.6314955928444178,2041009.783944878,60,0.0,0.0610189674398209,0.8025857662234819,1.1166369411908013
Fwd IAT Std,Down/Up Ratio,3,False,False,False,False,True,True,True,0.0621421509975701,0.4244073438849401,0.7880061697731157,0.7684726802358562,0.825241776966173,0.8878612596992689,1.3015192804692717,1.1604460596516,1.424911389619978,0.308810504408932,0.2919617785581425,0.2919617785581425,0.3266315478151119,2.3968104818211486,2.142404969208321,0.6997770511393011,0.5376616863385932,2037224.0301111687,72,0.0,0.024788162746283,0.780221935177525,1.3104507028877623
Flow IAT Max,Active Mean,3,False,False,False,False,True,True,True,0.2161740135685908,0.7039232257698737,0.7860952151978485,0.7746465291545511,0.8111021768484385,0.8327653406255932,1.0982497836213776,1.1510013985130805,1.1597245322578331,0.3051763101606965,0.160604759780179,0.160604759780179,0.5798868004333678,4.321635146952657,1.1969149394592289,0.6940751746339102,0.6319829832747712,2020624.457697932,76,0.0,0.1824654597213023,0.8004024904323266,1.1061696976042463
Flow Duration,Active Min,3,False,False,False,False,True,True,True,0.1129015406014516,0.6961669413612435,0.7838521142560417,0.7607236289815629,0.8055347861008454,0.8367104296371597,1.08777978572212,1.0856079095760989,1.1316475981232588,0.3022597112349385,0.1590664100655065,0.1590664100655065,0.5743571694250491,4.321821786703103,1.1969149392562175,0.6874566765537558,0.6319814778479169,2001356.373227052,76,0.0,0.0943942696726325,0.799297830904492,1.100877755941764
Fwd IAT Mean,Idle Min,3,False,False,False,False,True,True,True,0.7746947073611232,0.712779516550763,0.7820181510418697,0.7671934135767975,0.8062132692703056,0.8849606636309882,1.068073242588143,1.0981789441897656,1.1231050664307165,0.3233320621421342,0.1853607400542311,0.1853607400542311,0.5640008902559331,3.6798732404885786,1.20940239447707,0.6821040271627247,0.6386303859741472,1985773.4872972907,56,0.0,0.7717902025234423,0.7969715451150169,1.081284011718798
Flow IAT Std,Active Mean,3,False,False,False,False,True,True,True,0.1073680833512898,0.7040236556050222,0.7819768070834735,0.7730499575450903,0.7978358333629615,0.8168964140842311,1.0799505272839462,1.1385316670224552,1.0943286438260116,0.3207928027696585,0.1806085721527067,0.1806085721527067,0.5697848174216397,3.7760331756146313,1.1969149394592289,0.6819839602490095,0.6314955574531599,1985423.942822456,60,0.0,0.0735601426116673,0.7985935961234091,1.0973899394372624
Flow Duration,Active Max,3,False,False,False,False,True,True,True,0.3591744387123496,0.7059726496331812,0.7818796018861279,0.7611670438277759,0.7960386329836581,0.8326318051996249,1.0786736346293144,1.087621185827124,1.0858004306151834,0.2997294045067697,0.157734817435564,0.157734817435564,0.5695490531929149,4.321821786703103,1.1969149394472869,0.6817017705146573,0.6319814897013996,1984602.418728551,76,0.0,0.3434857042171434,0.7999500318308272,1.1039977031759327
Flow Packets/s,Idle Min,3,False,False,False,False,True,True,True,0.0546259244388254,0.7096322755955181,0.7810705291628984,0.7637942361604626,0.8037144722144189,0.7580409447854709,1.0631328158432674,1.08804842933113,1.1107588984191563,0.2971550170416326,0.1571946847901889,0.1571946847901889,0.5617308515925351,4.32176595458307,1.20940239447707,0.6793586369676556,0.6390157719182006,1977780.977585347,76,0.0,0.0521783939813802,0.7889523513227675,1.046366224384646
Flow IAT Std,Active Max,3,False,False,False,False,True,True,True,0.1047227531201904,0.7060336584033153,0.7801569237734141,0.7691848780512356,0.7966816023060364,0.8118470760306621,1.0716224044413671,1.1201404820173109,1.0888676372390298,0.3183189840166041,0.179215795041802,0.179215795041802,0.5653908773036919,3.7760331756146313,1.1969149394472869,0.6767247876719967,0.6314955574531599,1970113.191012364,60,0.0,0.0748112643219882,0.7993169561198633,1.1008438202800817
Bwd Bytes/Bulk Avg,Bwd Bulk Rate Avg,3,False,False,False,False,True,True,True,0.0104921071478684,0.9933301427643652,0.7790759842194364,0.7438333361698706,0.7961207032698402,0.8098090036464204,1.7835966197063269,1.9215205818494,1.8230656442819584,0.8428892392113998,0.8405643364645468,0.8452205723676193,0.8405643364645468,0.7969811388176821,0.8013959492392648,0.6736248543176783,0.3776778038683389,1961088.5184957688,9,0.0,0.0103086004553826,0.6858523812686469,1.6859312964923152
Flow Duration,Active Mean,3,False,False,False,False,True,True,True,0.2077155023675768,0.701334696881345,0.778477394025445,0.7572900410783817,0.7982825795291005,0.8366868678289907,1.0631889932646523,1.0701655831500754,1.096411317347875,0.2954267107282056,0.155470492990896,0.155470492990896,0.5613730279789981,4.321821786703103,1.1969149394592289,0.6719157637975264,0.6319814897013996,1956112.933383882,76,0.0,0.1828152084968249,0.7972468828717171,1.091115247266657
Fwd IAT Std,Idle Min,3,False,False,False,False,True,True,True,0.6142914808153678,0.6803535599513302,0.7777429559838549,0.7428119064689154,0.8065315772390855,0.8737645687511073,1.0520454831342765,1.0118002163073911,1.1291280331909033,0.393423058294341,0.279465611057203,0.279465611057203,0.5538488338945953,2.3968104818211486,1.20940239447707,0.6698261058904565,0.6366893034841957,1950029.4225055769,36,0.0,0.610394132540265,0.7819281141264568,1.0275263446545222
Flow IAT Mean,Idle Min,3,False,False,False,False,True,True,True,0.7323294799429204,0.7069439383294903,0.7762692113096816,0.758733466682055,0.7993766693941683,0.8741119995488882,1.0423617470351014,1.0656660566275566,1.09037601180252,0.2911576084509609,0.1540198145404156,0.1540198145404156,0.5504016039224499,4.321892087028573,1.20940239447707,0.6656570177078307,0.6386046107325298,1937892.1759132943,76,0.0,0.7263605802773361,0.787745090521766,1.0412963166397002
Fwd IAT Mean,Active Min,3,False,False,False,False,True,True,True,0.0319576632274855,0.6897455716770564,0.7697927993812146,0.7603125345659396,0.7837833196713229,0.8122181466103542,1.0248331839072682,1.0779581675742778,1.0298053530392364,0.3086247434790473,0.176013490853843,0.176013490853843,0.5411473394763824,3.6798732404885786,1.1969149392562175,0.6477073349580381,0.63201245346935,1885636.211001021,56,0.0,0.0196990337097151,0.7823095619346814,1.0211672696545842
Flow Packets/s,Active Min,3,False,False,False,False,True,True,True,0.0237099428966882,0.6866834823462469,0.76869532652123,0.7566961436573328,0.7816806229060115,0.76571877385768,1.0194687739558037,1.0671062677442085,1.020493802016447,0.2834729440255348,0.1491806983904655,0.1491806983904655,0.5386548719873788,4.32176595458307,1.1969149392562175,0.6447240633848392,0.6324117813664292,1876951.169776286,76,0.0,0.0180319647399635,0.7804864493672398,1.015070476948543
Fwd IAT Mean,Active Mean,3,False,False,False,False,True,True,True,0.0360120702918897,0.6903473222807442,0.7655503233264267,0.7566058653785555,0.7788468368482118,0.8095731053224443,1.006730033261752,1.0614210269114714,1.0083998180408074,0.3031730524539577,0.1729043066936875,0.1729043066936875,0.5315882611130234,3.6798732404885786,1.1969149394592289,0.636265931367331,0.6320124664463055,1852327.4560265045,56,0.0,0.0207696485281463,0.7799421361031392,1.0109266389200655
Flow IAT Mean,Active Min,3,False,False,False,False,True,True,True,0.0674509334066833,0.6839502219506158,0.7649425764193741,0.7520604680072928,0.7782741817374313,0.8029648336002354,1.0042168086513248,1.047134666831055,1.0062535814199292,0.2790380916856684,0.1468446666046618,0.1468446666046618,0.5302355094802448,4.321892087028573,1.1969149392562175,0.6346468026210368,0.6319818560629105,1847613.7718832132,76,0.0,0.0355269954515487,0.7749025991912397,0.9916471580233804
PSH Flag Count,Down/Up Ratio,3,False,False,False,False,True,True,True,0.0621974310607418,0.2229673624870727,0.7601332376749432,0.7498537083492705,0.7910255638466234,0.8406511414800184,1.3320522464301268,1.2011115535916737,1.3989689132557046,0.3131260760791459,0.290330308732341,0.3377116910350365,0.290330308732341,1.8418228111487625,2.142404969208321,0.6220050961399534,0.4669524771321204,1810810.6383952757,48,0.0,0.0624347417387459,0.7350761757940085,1.2215061765145672
Fwd PSH Flags,Down/Up Ratio,3,False,False,False,False,True,True,True,0.048437910997931,0.2387871312782043,0.7511326642174606,0.7420538616793858,0.7790556432095535,0.8287724174102215,1.2930978940760165,1.1636767638881236,1.335736362641894,0.3094035269433141,0.2796536696176127,0.3423182060005156,0.2796536696176127,1.7502177825891423,2.142404969208321,0.5991314114461156,0.4633302816367396,1744219.6862632995,40,0.0,0.0891650027071262,0.727618917212209,1.1926231440290835
Bwd IAT Std,Down/Up Ratio,3,False,False,False,False,True,True,True,0.0173537304384898,0.2675893650908669,0.7509904327059249,0.7444982966853531,0.7972059590060251,0.8653913379796104,1.2416390639491732,1.133819716237486,1.3864934637163315,0.2788088041041435,0.2781306177195441,0.2781306177195441,0.2794886441605898,2.15286567511502,2.142404969208321,0.5987778600869439,0.4822479233074895,1743190.4108339176,64,0.0,0.0058990236582338,0.7375430219472386,1.1921355208329898
Down/Up Ratio,Bwd Init Win Bytes,3,False,False,False,False,True,True,True,0.0553248267862283,0.3499564573011628,0.746885543036198,0.7310440559616814,0.786473050498996,0.8578363126671408,1.2371303368984243,1.0803803388598807,1.3402539478450477,0.2809249785553561,0.2747737041928075,0.2747737041928075,0.2872139596041921,2.142404969208321,2.0496098103368645,0.5886765492704481,0.4758403635515907,1713782.9972905852,56,0.0,0.0643486566494341,0.7077616579665498,1.0644860611321691
Fwd Packet Length Std,Down/Up Ratio,3,False,False,False,False,True,True,True,0.0560856101462887,0.2478226815502431,0.7385741856987793,0.7221944241667956,0.7977331875276746,0.8883288403491955,1.1753678295283758,1.031528673116055,1.3849765150563615,0.2647184218947458,0.2639380259829562,0.2639380259829562,0.2655011252337311,2.155092764344146,2.142404969208321,0.5688109300311462,0.4839429119473054,1655949.2675027128,64,0.0,0.0691589460577453,0.7217779250967942,1.114279186309561
Protocol,Bwd Init Win Bytes,3,False,False,False,False,True,True,True,0.162106601050386,0.7308915654143272,0.7242237010778138,0.7242246390166772,0.7242211998884706,0.7236658238110454,1.037944382994456,1.0430322706604458,1.036970146736916,0.3733138344735522,0.2616309345691701,0.5326710285189988,0.2616309345691701,1.0067026390969698,2.0496098103368645,0.5362413301805734,0.5166378266179582,1561131.108835369,14,0.0,0.2239020167107461,0.7727512686181928,2.119161689852783
Protocol,PSH Flag Count,3,False,False,False,False,True,True,True,0.1064926542255179,0.7163291081223003,0.712335447840564,0.7123364356822178,0.7123338014284915,0.7092832675982339,1.024734323348302,1.025509547813387,1.0245742451614257,0.375116230090018,0.2773272434662941,0.5073868124825944,0.2773272434662941,1.0067026390969698,1.8418228111487625,0.5107876431692271,0.4984586068125806,1487029.131998577,12,0.0,0.1352989923504282,0.7523848657360774,2.077192183333937
Protocol,Fwd PSH Flags,3,False,False,False,False,True,True,True,0.1575628965077716,0.7141194734664634,0.7103707268280596,0.7103713909585118,0.7103697306288459,0.7089908716837987,1.0222507929827642,1.0228108181672342,1.022165127956455,0.3817325799047242,0.2895101437612006,0.5033321481160677,0.2895101437612006,1.0067026390969698,1.7502177825891423,0.5067058018507923,0.4956766043411967,1475145.882601533,10,0.0,0.3618579424253771,0.7498485299690111,2.072287418092805
Protocol,FIN Flag Count,3,False,False,False,False,True,True,True,0.6569686459652386,0.7068370273624448,0.7007432616125455,0.7007436074721297,0.7007370360545093,0.7026167693925636,1.0039137845150872,1.0038918238578134,1.0039138842460182,0.4150461472569311,0.3559557935434324,0.4839457805644711,0.3559557935434324,1.0067026390969698,1.3686797723511446,0.4871894944740961,0.4852901733084774,1418329.0860202366,6,0.0,0.7608929461980904,0.7366374584769626,2.0508072601376663
FIN Flag Count,Down/Up Ratio,3,False,False,False,False,True,True,True,0.1313469289219334,0.366776848574544,0.6980588458881954,0.6901592766164713,0.7270268436327272,0.7568924559873995,1.1600562278514104,1.14964290943597,1.2403044140204105,0.2814126440976223,0.2249281170743481,0.3520817107620138,0.2249281170743481,1.3686797723511446,2.142404969208321,0.4818871157347545,0.415399791980151,1402892.5503879944,24,0.0,0.1057940457588916,0.6586672546432237,1.104219393132602
Active Std,Idle Std,3,False,False,False,False,True,True,True,0.2425239944246132,0.9807693099164362,0.6877939351357522,0.6864987142563288,0.6925370620856387,0.6526517405257201,1.6065914390511475,1.8459485908254605,1.4962640858875584,0.7911627035041202,0.7842918924786688,0.7980937064614279,0.7842918924786688,0.579061549975275,0.5892517608826818,0.4621453786890666,0.2876558205501266,1345419.472298148,4,0.0,0.1689799021058679,0.7263243548981495,1.537650864299356
Flow Duration,Idle Std,3,False,False,False,False,True,True,True,0.2444118325645023,0.518778060178931,0.6369638935989252,0.6097618713754915,0.6609295089245628,0.717024101157969,1.0517095569375206,1.067709579530693,1.074314340572222,0.2352372473647469,0.0868606562289047,0.0868606562289047,0.6370728123664432,4.321821786703103,0.5892517608826818,0.375396276497409,0.3569391131050741,1092871.3853214665,38,0.0,0.217834424395608,0.6653953963601809,1.0041618209959091
Flow Duration,Active Std,3,False,False,False,False,True,True,True,0.3151442354253225,0.5133371860043926,0.6309377413560151,0.6012914837069824,0.6481724262623457,0.6853472935917592,1.0442959944502817,1.049191902225885,1.0378639192949313,0.2314728813672852,0.0847284096450595,0.0847284096450595,0.632369886711281,4.321821786703103,0.579061549975275,0.3661810867567234,0.3506487516017731,1066043.6893414482,38,0.0,0.3079080193848258,0.6637289534206233,1.0038182095337376
Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,3,False,False,False,False,True,True,True,0.8574122915750743,0.9998115220000188,0.5400836524638107,0.5400836524638107,0.5521223111802965,0.5741648195604044,1.9645827844540955,1.9645827844540955,1.869106997068124,0.999998619248882,0.999998619248882,0.999998619248882,0.999998619248882,0.2487742937896939,0.2487742937896939,0.2487739502943096,0.12662940562387,724242.4837741093,1,0.0,0.3540619966694786,0.5678849206407331,1.9615296438839045
Fwd Bytes/Bulk Avg,Fwd Bulk Rate Avg,3,False,False,False,False,True,True,True,0.0591314921191419,0.9997138550027888,0.5400836524638107,0.5400836524638107,0.5483197509936403,0.5858337167288723,1.9645827844540955,1.9645827844540955,1.8352809221144,0.999998619248882,0.999998619248882,0.999998619248882,0.999998619248882,0.2487742937896939,0.2487742937896939,0.2487739502943096,0.12662940562387,724242.4837741093,1,0.0,0.1048881705709583,0.5678849206407331,1.9615296438839045
Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,3,False,False,False,False,True,True,True,0.1127447369393971,0.9997084881945466,0.5400836524638107,0.5400836524638107,0.5426923156276179,0.5708462495593704,1.9645827844540955,1.9645827844540955,1.792395885336181,0.999998619248882,0.999998619248882,0.999998619248882,0.999998619248882,0.2487742937896939,0.2487742937896939,0.2487739502943096,0.12662940562387,724242.4837741093,1,0.0,0.3155952422383052,0.5678849206407331,1.9615296438839045
Bwd Packets/s,Subflow Fwd Packets,3,False,False,False,False,True,True,True,0.0319160561791428,0.2763631779386459,0.3984835225699243,0.3456295508531072,0.463501089180885,0.4641877950776763,1.1287257895334248,1.0137968922060845,1.4307057359346549,0.1435610016003913,0.0288601970145318,0.0288601970145318,0.7141240640225023,4.321879391390578,0.1746619347988346,0.1247302907085771,0.1105053963196288,363120.71837817685,19,0.0,0.029776418271883,0.4308126317224133,1.1734102707893788
Down/Up Ratio,Subflow Fwd Packets,3,False,False,False,False,True,True,True,0.5701357796225794,0.3134147254185826,0.391956134198299,0.3455216330279652,0.4629964075818358,0.4630586579038639,1.1707070421788954,1.0152351377953566,1.490204640264177,0.196691682209632,0.0561609369320928,0.0561609369320928,0.6888705916219685,2.142404969208321,0.1746619347988346,0.1203194703587109,0.1027750462103438,350279.7296738159,8,0.0,0.6081966882346836,0.4300018027186615,1.1789127605816945
CWR Flag Count,ECE Flag Count,3,False,False,False,False,True,True,True,0.5795392238813606,0.947558487943873,0.0756718529428778,0.0756718529428778,0.0756718529428778,0.0655103725153353,1.9681828926339104,1.9681828926339104,1.9681828926339104,0.875556656736553,0.8361763125135564,0.8361763125135564,0.9167916475070702,0.004954066495541,0.0045184454564487,0.0041424730541884,0.0021047195713833,12059.76337226408,32,0.0,0.67269651754004,0.0844013780531812,1.8495898752964308
Subflow Bwd Packets,Fwd Seg Size Min,3,False,False,False,False,True,True,True,0.0133109900976934,0.0144289173219902,0.0256875430953389,0.0256875430953389,0.0256875430953389,0.0661278427274796,1.016166211017185,1.016166211017185,1.016166211017185,0.0111698228679119,0.0002466739135769,0.5057889628106512,0.0002466739135769,0.0009413771551688,1.9302331893233744,0.0004761381749265,0.0004685632820342,1386.1559621515412,8,5.5735711311696036e-294,0.014201629559463,0.0288612682305226,0.7352073237343628
Fwd PSH Flags,URG Flag Count,3,False,False,False,False,True,True,True,0.0051723316002003,0.0110254009119695,0.0159477841425553,0.0140011068719609,0.0186127774393927,0.0,1.0640437678055443,1.0312373506151873,1.1538527672648031,0.0049655381963111,0.0001048355026978,0.0001048355026978,0.2351929350698489,1.7502177825891423,0.0007801465678121,0.0001834849610684,0.0001724411782861,534.1700920943208,20,2.0014739579541847e-100,0.0097499206311027,0.0170817527567323,0.988821523819828
Bwd URG Flags,URG Flag Count,3,False,False,False,False,True,True,True,0.0266182021988298,0.1031365499671356,0.0029729316070167,0.0029729316070167,0.0029729316070167,0.0,1.0591626767737088,1.0591626767737088,1.0591626767737088,0.0698205769806227,0.0081722208908534,0.5965224184484771,0.0081722208908534,1.0687829798558875e-05,0.0007801465678121,6.375530079402041e-06,6.019405913001388e-06,18.560744541862487,4,0.0009585049813798,0.0311990740453057,0.0039493716933125,1.0812315242106794
Flow Duration,Bwd IAT Mean,2,False,False,False,True,False,False,True,0.4458617619923593,0.7778299843431246,0.922218729731604,0.88941392718724,0.942669089677045,0.9855111089286122,0.9683874248905786,0.8513943790552464,1.086087039378404,0.3505078045556717,0.3171881001789206,0.3171881001789206,0.3873276487520689,4.321821786703103,3.539201103388576,1.3708304418362252,1.4155805895467095,3990826.3821597416,247,0.0,0.424814811562869,0.9114521691319372,0.8879389861108719
Flow IAT Max,Bwd IAT Mean,2,False,False,False,True,False,False,True,0.7513597594054701,0.7374436560614955,0.9149131076579902,0.8707292834742535,0.9405048102109148,0.973956692051948,0.9245706597114252,0.7719225465579079,1.068305938049685,0.3346596192697427,0.3028530024304389,0.3028530024304389,0.3698066714576928,4.321635146952657,3.539201103388576,1.308820179663523,1.4155977868387355,3810299.175664405,247,0.0,0.7485080101495397,0.9050030003131307,0.854484555973056
Flow IAT Mean,Bwd IAT Max,2,False,False,False,True,False,False,True,0.6265350876694789,0.6172213151229272,0.9060057966579304,0.8668078196253662,0.9331994025775796,0.966190478415366,0.8762236282915142,0.7567833424102188,1.012894307481566,0.3171173345672789,0.2869960476765474,0.2869960476765474,0.3503999608956055,4.321892087028573,3.539857551043754,1.2403659474617452,1.4155814878905355,3611011.979010523,247,0.0,0.6143234422611443,0.9078902824316136,0.8691643983676641
Total Length of Fwd Packet,Fwd Act Data Pkts,2,False,False,False,False,False,True,True,0.7969313333239283,0.8581572884146564,0.899277525505581,0.8843644103399849,0.9169283106001608,0.9449698753605024,1.0310896385049957,0.9970150634069496,1.11564889652722,0.4037126710524698,0.2920302411819022,0.2920302411819022,0.5581063115542164,4.085350413473319,2.1376677558739634,1.193045866559197,1.1570728887248118,3473251.522641562,102,0.0,0.8518356403134447,0.9055036949971048,1.0224907514910604
Fwd IAT Std,Bwd Packets/s,2,False,False,False,False,False,True,True,0.0628962497678579,0.6728245215699238,0.8945695535310828,0.8380335908349835,0.928190301729409,0.9102949685213684,1.117366101249769,0.9085917947713268,1.3257709736034176,0.3610017523194115,0.2688374925695216,0.4847622403113446,0.2688374925695216,2.3968104818211486,4.321879391390578,1.161883218769333,1.0398411205331644,3382529.349320729,171,0.0,0.0562710453020776,0.8716960737933837,1.0729960351067338
Fwd Packet Length Max,FWD Init Win Bytes,2,False,False,False,False,False,True,True,0.3249845636156405,0.3321324520521083,0.8848157701681068,0.8353666386146273,0.9037588456448108,0.9213305674435642,1.043401326132854,0.8719216007222363,1.153932098750648,0.3927653199226161,0.2706260133587048,0.2706260133587048,0.5700287072161203,4.071229785005712,1.9328512270270348,1.1017806861833126,1.055951011934046,3207556.015377534,68,0.0,0.363066046279197,0.8502947728905283,1.0062627017607702
Total Length of Fwd Packet,FWD Init Win Bytes,2,False,False,False,False,False,True,True,0.0338772386801624,0.3336574184843781,0.884203595171978,0.8361173125874178,0.8976275358554326,0.916934447279878,1.0398320011936997,0.8742600393071681,1.114064618652691,0.3908086451978884,0.2688120416271897,0.2688120416271897,0.5681717092615561,4.085350413473319,1.9328512270270348,1.0981913854082466,1.056123858611345,3197106.673293,68,0.0,0.0382790329227207,0.8456377166604537,0.9843674971145212
Flow Duration,Bwd IAT Std,2,False,False,False,False,False,True,True,0.5654426718107,0.7706677066256044,0.8688179275546878,0.8292405509208134,0.901147240346148,0.9472914040162338,1.0532824357441972,0.9364402374388192,1.2078685257591808,0.3324647721746027,0.2346500623400786,0.2346500623400786,0.4710538903540334,4.321821786703103,2.15286567511502,1.014115751672593,0.9628146423576016,2952341.7140617166,152,0.0,0.5748151314972332,0.8541889972377819,1.0942126837061528
Flow IAT Mean,Bwd IAT Std,2,False,False,False,False,False,True,True,0.2255267678511705,0.6199992927475079,0.8612554428579283,0.8049471246673773,0.9069305972537588,0.9478592504223856,1.0143266528513075,0.8401519563869098,1.2492342077544774,0.320166530594758,0.2259682578006364,0.2259682578006364,0.4536327726327032,4.321892087028573,2.15286567511502,0.976610425308203,0.9628164877289944,2843154.4350529234,152,0.0,0.2000717307046136,0.8488176668324713,1.066377553928846
